Date,Open,High,Low,Close,ST_value,ST_trend
2022-05-13,15977.0,16083.6,15740.85,15782.15,16796.022969375823,-1
2022-05-16,15845.1,15977.95,15739.65,15842.3,16757.641900040227,-1
2022-05-17,15912.6,16284.25,15900.8,16259.3,16757.641900040227,-1
2022-05-18,16318.15,16399.8,16211.2,16240.3,16757.641900040227,-1
2022-05-19,15917.4,15984.75,15775.2,15809.4,16757.641900040227,-1
2022-05-20,16043.8,16283.05,16003.85,16266.15,16757.641900040227,-1
2022-05-23,16290.95,16414.7,16185.75,16214.7,16757.641900040227,-1
2022-05-24,16225.55,16262.8,16078.6,16125.15,16757.641900040227,-1
2022-05-25,16196.35,16223.35,16006.95,16025.8,16757.641900040227,-1
2022-05-26,16105.0,16204.45,15903.7,16170.15,16757.641900040227,-1
2022-05-27,16296.6,16370.6,16221.95,16352.45,16757.641900040227,-1
2022-05-30,16527.9,16695.5,16506.15,16661.4,16757.641900040227,-1
2022-05-31,16578.45,16690.75,16521.9,16584.55,16757.641900040227,-1
2022-06-01,16594.4,16649.2,16438.85,16522.75,16757.641900040227,-1
2022-06-02,16481.65,16646.4,16443.05,16628.0,16757.641900040227,-1
2022-06-03,16761.65,16793.85,16567.9,16584.3,16757.641900040227,-1
2022-06-06,16530.7,16610.95,16444.55,16569.55,16757.641900040227,-1
2022-06-07,16469.6,16487.25,16347.1,16416.35,16757.641900040227,-1
2022-06-08,16474.95,16514.3,16293.35,16356.25,16757.641900040227,-1
2022-06-09,16263.85,16492.8,16243.85,16478.1,16757.641900040227,-1
2022-06-10,16283.95,16324.7,16172.6,16201.8,16757.641900040227,-1
2022-06-13,15877.55,15886.15,15684.0,15774.4,16625.773322543857,-1
2022-06-14,15674.25,15858.0,15659.45,15732.1,16574.91826333863,-1
2022-06-15,15729.25,15783.65,15678.9,15692.15,16497.2735186191,-1
2022-06-16,15832.25,15863.15,15335.1,15360.6,16446.93928051642,-1
2022-06-17,15272.65,15400.4,15183.4,15293.5,16120.03271958371,-1
2022-06-20,15334.5,15382.5,15191.1,15350.15,16089.539293324824,-1
2022-06-21,15455.95,15707.25,15419.85,15638.8,16089.539293324824,-1
2022-06-22,15545.65,15565.4,15385.95,15413.3,16089.539293324824,-1
2022-06-23,15451.55,15628.45,15367.5,15556.65,16089.539293324824,-1
2022-06-24,15657.4,15749.25,15619.45,15699.25,16089.539293324824,-1
2022-06-27,15926.2,15927.45,15815.5,15832.05,16089.539293324824,-1
2022-06-28,15757.45,15892.1,15710.15,15850.2,16089.539293324824,-1
2022-06-29,15701.7,15861.6,15687.8,15799.1,16089.539293324824,-1
2022-06-30,15774.5,15890.0,15728.85,15780.25,16089.539293324824,-1
2022-07-01,15703.7,15793.95,15511.05,15752.05,16089.539293324824,-1
2022-07-04,15710.5,15852.35,15661.8,15835.35,16089.539293324824,-1
2022-07-05,15909.15,16025.75,15785.45,15810.85,16089.539293324824,-1
2022-07-06,15818.2,16011.35,15800.9,15989.8,16089.539293324824,-1
2022-07-07,16113.75,16150.5,16045.95,16132.9,15417.82231825729,1
2022-07-08,16273.65,16275.5,16157.9,16220.6,15561.557621545518,1
2022-07-11,16136.15,16248.55,16115.5,16216.0,15561.557621545518,1
2022-07-12,16126.2,16158.75,16031.15,16058.3,15561.557621545518,1
2022-07-13,16128.2,16140.0,15950.15,15966.65,15561.557621545518,1
2022-07-14,16018.85,16070.85,15858.2,15938.65,15561.557621545518,1
2022-07-15,16010.8,16066.95,15927.3,16049.2,15561.557621545518,1
2022-07-18,16151.4,16287.95,16142.2,16278.5,15604.42743327222,1
2022-07-19,16187.05,16359.5,16187.05,16340.55,15671.957196148105,1
2022-07-20,16562.8,16588.0,16490.95,16520.85,15924.053968094122,1
2022-07-21,16523.55,16626.95,16483.9,16605.25,15958.631081316295,1
2022-07-22,16661.25,16752.25,16610.9,16719.45,16100.36048073588,1
2022-07-25,16662.55,16706.05,16564.25,16631.0,16100.36048073588,1
2022-07-26,16632.9,16636.1,16463.3,16483.85,16100.36048073588,1
2022-07-27,16475.35,16653.45,16438.75,16641.8,16100.36048073588,1
2022-07-28,16774.85,16947.65,16746.25,16929.6,16239.95850571356,1
2022-07-29,17079.5,17172.8,17018.15,17158.25,16476.22265163307,1
2022-08-01,17243.2,17356.25,17154.8,17340.05,16637.762886853627,1
2022-08-02,17310.15,17390.15,17215.85,17345.45,16694.724100367424,1
2022-08-03,17349.25,17407.5,17225.85,17388.15,16714.731691651938,1
2022-08-04,17463.1,17490.7,17161.25,17382.0,16714.731691651938,1
2022-08-05,17423.65,17474.4,17348.75,17397.5,16797.354418163188,1
2022-08-08,17401.5,17548.8,17359.75,17525.1,16844.76147706282,1
2022-08-10,17566.1,17566.1,17442.8,17534.75,16918.89783263664,1
2022-08-11,17711.65,17719.3,17631.95,17659.0,17093.26304976602,1
2022-08-12,17659.65,17724.65,17597.85,17698.15,17099.084247028815,1
2022-08-16,17797.2,17839.1,17764.05,17825.25,17253.34082371622,1
2022-08-17,17868.15,17965.95,17833.35,17944.25,17364.029242477467,1
2022-08-18,17898.65,17968.45,17852.05,17956.5,17393.271319736617,1
2022-08-19,17966.55,17992.2,17710.75,17758.45,17393.271319736617,1
2022-08-22,17682.9,17690.05,17467.35,17490.7,17393.271319736617,1
2022-08-23,17357.35,17625.55,17345.2,17577.5,17393.271319736617,1
2022-08-24,17525.45,17623.65,17499.25,17604.95,17393.271319736617,1
2022-08-25,17679.0,17726.5,17487.45,17522.45,17393.271319736617,1
2022-08-26,17619.3,17685.85,17519.35,17558.9,17393.271319736617,1
2022-08-29,17188.65,17380.15,17166.2,17312.9,17920.125738196075,-1
2022-08-30,17414.95,17777.65,17401.5,17759.3,17920.125738196075,-1
2022-09-01,17485.7,17695.6,17468.45,17542.8,17920.125738196075,-1
2022-09-02,17598.4,17643.85,17476.45,17539.45,17920.125738196075,-1
2022-09-05,17546.45,17683.15,17540.35,17665.8,17920.125738196075,-1
2022-09-06,17695.7,17764.65,17587.65,17655.6,17920.125738196075,-1
2022-09-07,17519.4,17650.75,17484.3,17624.4,17920.125738196075,-1
2022-09-08,17748.15,17807.65,17691.95,17798.75,17920.125738196075,-1
2022-09-09,17923.35,17925.95,17786.0,17833.35,17920.125738196075,-1
2022-09-12,17890.85,17980.55,17889.15,17936.35,17331.532881618983,1
2022-09-13,18044.45,18088.3,18015.45,18070.05,17463.30459365588,1
2022-09-14,17771.15,18091.55,17771.15,18003.75,17463.30459365588,1
2022-09-15,18046.35,18096.15,17861.5,17877.4,17463.30459365588,1
2022-09-16,17796.8,17820.05,17497.25,17530.85,17463.30459365588,1
2022-09-19,17540.65,17667.2,17429.7,17622.25,17463.30459365588,1
2022-09-20,17770.4,17919.3,17744.4,17816.25,17463.30459365588,1
2022-09-21,17766.35,17838.7,17663.6,17718.35,17463.30459365588,1
2022-09-22,17609.65,17722.75,17532.45,17629.8,17463.30459365588,1
2022-09-23,17593.85,17642.15,17291.65,17327.35,18181.779640713492,-1
2022-09-26,17156.3,17196.4,16978.3,17016.3,17835.456676815673,-1
2022-09-27,17110.9,17176.45,16942.35,17007.4,17802.92600911258,-1
2022-09-28,16870.55,17037.6,16820.4,16858.6,17663.33340816243,-1
2022-09-29,16993.6,17026.05,16788.6,16818.1,17639.460067337815,-1
2022-09-30,16798.05,17187.1,16747.7,17094.35,17639.460067337815,-1
2022-10-03,17102.1,17114.65,16855.55,16887.35,17639.460067337815,-1
2022-10-04,17147.45,17287.3,17117.3,17274.3,17639.460067337815,-1
2022-10-06,17379.25,17428.8,17315.65,17331.8,17639.460067337815,-1
2022-10-07,17287.2,17337.35,17216.95,17314.65,17639.460067337815,-1
2022-10-10,17094.35,17280.15,17064.7,17241.0,17639.460067337815,-1
2022-10-11,17256.05,17261.8,16950.3,16983.55,17639.460067337815,-1
2022-10-12,17025.55,17142.35,16960.05,17123.6,17639.460067337815,-1
2022-10-13,17087.35,17112.35,16956.95,17014.35,17639.460067337815,-1
2022-10-14,17322.3,17348.55,17169.75,17185.7,17639.460067337815,-1
2022-10-17,17144.8,17328.55,17098.55,17311.8,17639.460067337815,-1
2022-10-18,17438.75,17527.8,17434.05,17486.95,17639.460067337815,-1
2022-10-19,17568.15,17607.6,17472.85,17512.25,17639.460067337815,-1
2022-10-20,17423.1,17584.15,17421.0,17563.95,17639.460067337815,-1
2022-10-21,17622.85,17670.15,17520.75,17576.3,17639.460067337815,-1
2022-10-24,17736.35,17777.55,17707.4,17730.75,17090.78772686824,1
2022-10-25,17808.3,17811.5,17637.0,17656.35,17090.78772686824,1
2022-10-27,17771.4,17783.9,17654.5,17736.95,17105.398308784926,1
2022-10-28,17756.4,17838.9,17723.7,17786.8,17194.318477920227,1
2022-10-31,17910.2,18022.8,17899.9,18012.2,17362.2666301226,1
2022-11-01,18130.7,18175.8,18060.15,18145.4,17529.719967114852,1
2022-11-02,18177.9,18178.75,18048.65,18082.85,17545.24047041079,1
2022-11-03,17968.35,18106.3,17959.2,18052.7,17545.24047041079,1
2022-11-04,18053.4,18135.1,18017.15,18117.15,17545.24047041079,1
2022-11-07,18211.75,18255.5,18064.75,18202.8,17620.901202937457,1
2022-11-09,18288.25,18296.4,18117.5,18157.0,17667.978582643776,1
2022-11-10,18044.35,18103.1,17969.4,18028.2,17667.978582643776,1
2022-11-11,18272.35,18362.3,18259.35,18349.7,17723.376151931796,1
2022-11-14,18376.4,18399.45,18311.4,18329.15,17800.30603674442,1
2022-11-15,18362.75,18427.95,18282.0,18403.4,17811.582933071866,1
2022-11-16,18398.25,18442.15,18344.15,18409.65,17874.697139768305,1
2022-11-17,18358.7,18417.6,18312.95,18343.9,17874.697139768305,1
2022-11-18,18382.95,18394.6,18209.8,18307.65,17874.697139768305,1
2022-11-21,18246.4,18262.3,18133.35,18159.95,17874.697139768305,1
2022-11-22,18179.15,18261.85,18137.7,18244.2,17874.697139768305,1
2022-11-23,18325.2,18325.4,18246.0,18267.25,17874.697139768305,1
2022-11-24,18326.1,18529.7,18294.25,18484.1,17912.588415957078,1
2022-11-25,18528.45,18534.9,18445.1,18512.75,18013.61207436297,1
2022-11-28,18430.55,18614.25,18365.6,18562.75,18013.61207436297,1
2022-11-29,18552.45,18678.1,18552.15,18618.05,18124.330280233193,1
2022-11-30,18625.7,18816.05,18616.55,18758.35,18214.73475220933,1
2022-12-01,18871.95,18887.6,18778.2,18812.5,18342.716276988915,1
2022-12-02,18752.4,18781.95,18639.2,18696.1,18342.716276988915,1
2022-12-05,18719.55,18728.6,18591.35,18701.05,18342.716276988915,1
2022-12-06,18600.65,18654.9,18577.9,18642.75,18342.716276988915,1
2022-12-07,18638.85,18668.3,18528.4,18560.5,18342.716276988915,1
2022-12-08,18570.85,18625.0,18536.95,18609.35,18342.716276988915,1
2022-12-09,18662.4,18664.7,18410.1,18496.6,18342.716276988915,1
2022-12-12,18402.15,18521.55,18345.7,18497.15,18342.716276988915,1
2022-12-13,18524.4,18617.25,18490.2,18608.0,18342.716276988915,1
2022-12-14,18671.25,18696.1,18632.9,18660.3,18342.716276988915,1
2022-12-15,18614.4,18652.9,18387.7,18414.9,18342.716276988915,1
2022-12-16,18319.1,18440.95,18255.15,18269.0,18844.220739728637,-1
2022-12-19,18288.1,18431.65,18244.55,18420.45,18840.78366575585,-1
2022-12-20,18340.3,18404.9,18202.65,18385.3,18821.530299180442,-1
2022-12-21,18435.15,18473.35,18162.75,18199.1,18821.530299180442,-1
2022-12-22,18288.8,18318.75,18068.6,18127.35,18771.963792336726,-1
2022-12-23,17977.65,18050.45,17779.5,17806.8,18539.789913103446,-1
2022-12-26,17830.4,18084.1,17774.25,18014.6,18539.789913103446,-1
2022-12-27,18089.8,18149.25,17967.45,18132.3,18539.789913103446,-1
2022-12-28,18084.75,18173.1,18068.35,18122.5,18539.789913103446,-1
2022-12-29,18045.7,18229.7,17992.8,18191.0,18539.789913103446,-1
2022-12-30,18259.1,18265.25,18080.3,18105.3,18539.789913103446,-1
2023-01-02,18131.7,18215.15,18086.5,18197.45,18539.789913103446,-1
2023-01-03,18163.2,18251.95,18149.8,18232.55,18539.789913103446,-1
2023-01-04,18230.65,18243.0,18020.6,18042.95,18539.789913103446,-1
2023-01-05,18101.95,18120.3,17892.6,17992.15,18539.789913103446,-1
2023-01-06,18008.05,18047.4,17795.55,17859.45,18523.127756542955,-1
2023-01-09,17952.55,18141.4,17936.15,18101.2,18523.127756542955,-1
2023-01-10,18121.3,18127.6,17856.0,17914.15,18523.127756542955,-1
2023-01-11,17924.25,17976.35,17824.35,17895.7,18523.127756542955,-1
2023-01-12,17920.85,17945.8,17761.65,17858.2,18472.415638567865,-1
2023-01-13,17867.5,17999.35,17774.25,17956.6,18472.415638567865,-1
2023-01-16,18033.15,18049.65,17853.65,17894.85,18472.415638567865,-1
2023-01-17,17922.8,18072.05,17886.95,18053.3,18472.415638567865,-1
2023-01-18,18074.3,18183.75,18032.45,18165.35,18472.415638567865,-1
2023-01-19,18119.8,18155.2,18063.75,18107.85,18472.415638567865,-1
2023-01-20,18115.6,18145.45,18016.2,18027.65,18472.415638567865,-1
2023-01-23,18118.45,18162.6,18063.45,18118.55,18472.415638567865,-1
2023-01-24,18183.95,18201.25,18078.65,18118.3,18472.415638567865,-1
2023-01-25,18093.35,18100.6,17846.15,17891.95,18472.415638567865,-1
2023-01-27,17877.2,17884.75,17493.55,17604.35,18302.774275877484,-1
2023-01-30,17541.95,17709.15,17405.55,17648.95,18200.69184828975,-1
2023-01-31,17731.45,17735.7,17537.55,17662.15,18200.69184828975,-1
2023-02-01,17811.6,17972.2,17353.4,17616.3,18200.69184828975,-1
2023-02-02,17517.1,17653.9,17445.95,17610.4,18200.69184828975,-1
2023-02-03,17721.75,17870.3,17584.2,17854.05,18200.69184828975,-1
2023-02-06,17818.55,17823.7,17698.35,17764.6,18200.69184828975,-1
2023-02-07,17790.1,17811.15,17652.55,17721.5,18200.69184828975,-1
2023-02-08,17750.3,17898.7,17744.15,17871.7,18200.69184828975,-1
2023-02-09,17885.5,17916.9,17779.8,17893.45,18200.69184828975,-1
2023-02-10,17847.55,17876.95,17801.0,17856.5,18200.69184828975,-1
2023-02-13,17859.1,17880.7,17719.75,17770.9,18200.69184828975,-1
2023-02-14,17840.35,17954.55,17800.05,17929.85,18200.69184828975,-1
2023-02-15,17896.6,18034.1,17853.8,18015.85,18200.69184828975,-1
2023-02-16,18094.75,18134.75,18000.65,18035.85,18200.69184828975,-1
2023-02-17,17974.85,18034.25,17884.6,17944.2,18200.69184828975,-1
2023-02-20,17965.55,18004.35,17818.4,17844.6,18200.69184828975,-1
2023-02-21,17905.8,17924.9,17800.3,17826.7,18200.69184828975,-1
2023-02-22,17755.35,17772.5,17529.45,17554.3,18200.69184828975,-1
2023-02-23,17574.65,17620.05,17455.4,17511.25,18108.165558029483,-1
2023-02-24,17591.35,17599.75,17421.8,17465.8,18077.556502226536,-1
2023-02-27,17428.6,17451.6,17299.0,17392.7,17935.44335200388,-1
2023-02-28,17383.25,17440.45,17255.2,17303.95,17907.52901680349,-1
2023-03-01,17360.1,17467.75,17345.25,17450.9,17907.52901680349,-1
2023-03-02,17421.5,17445.8,17306.0,17321.9,17907.52901680349,-1
2023-03-03,17451.25,17644.75,17427.7,17594.35,17907.52901680349,-1
2023-03-06,17680.35,17799.95,17671.95,17711.45,17907.52901680349,-1
2023-03-08,17665.75,17766.5,17602.25,17754.4,17907.52901680349,-1
2023-03-09,17772.05,17772.35,17573.6,17589.6,17907.52901680349,-1
2023-03-10,17443.8,17451.5,17324.35,17412.9,17907.52901680349,-1
2023-03-13,17421.9,17529.9,17113.45,17154.3,17907.52901680349,-1
2023-03-14,17160.55,17224.65,16987.1,17043.3,17776.512872582676,-1
2023-03-15,17166.45,17211.35,16938.9,16972.15,17760.43408532441,-1
2023-03-16,16994.65,17062.45,16850.15,16985.6,17636.76817679197,-1
2023-03-17,17111.8,17145.8,16958.15,17100.05,17636.76817679197,-1
2023-03-20,17066.6,17066.6,16828.35,16988.4,17630.829723201492,-1
2023-03-21,17060.4,17127.7,17016.0,17107.5,17630.829723201492,-1
2023-03-22,17177.45,17207.25,17107.85,17151.9,17630.829723201492,-1
2023-03-23,17097.4,17205.4,17045.3,17076.9,17630.829723201492,-1
2023-03-24,17076.2,17109.45,16917.35,16945.05,17617.310193892503,-1
2023-03-27,16984.3,17091.0,16918.55,16985.7,17600.029174503252,-1
2023-03-28,17031.75,17061.75,16913.75,16951.7,17567.878757052924,-1
2023-03-29,16977.3,17126.15,16940.6,17080.7,17567.878757052924,-1
2023-03-31,17210.35,17381.6,17204.65,17359.75,17567.878757052924,-1
2023-04-03,17427.95,17428.05,17312.75,17398.05,17567.878757052924,-1
2023-04-05,17422.3,17570.55,17402.7,17557.05,17567.878757052924,-1
2023-04-06,17533.85,17638.7,17502.85,17599.15,17010.53823374782,1
2023-04-10,17634.9,17694.1,17597.95,17624.05,17112.966910373038,1
2023-04-11,17704.8,17748.75,17655.15,17722.3,17184.787719335734,1
2023-04-12,17759.55,17825.75,17717.25,17812.4,17273.503947402158,1
2023-04-13,17807.3,17842.15,17729.65,17828.0,17303.953552661944,1
2023-04-17,17863.0,17863.0,17574.05,17706.85,17303.953552661944,1
2023-04-18,17766.6,17766.6,17610.2,17660.15,17303.953552661944,1
2023-04-19,17653.35,17666.15,17579.85,17618.75,17303.953552661944,1
2023-04-20,17638.6,17684.45,17584.35,17624.45,17303.953552661944,1
2023-04-21,17639.75,17663.2,17553.95,17624.05,17303.953552661944,1
2023-04-24,17707.55,17754.5,17612.5,17743.4,17303.953552661944,1
2023-04-25,17761.55,17807.45,17716.85,17769.25,17326.916705387193,1
2023-04-26,17767.3,17827.75,17711.2,17813.6,17342.80003484847,1
2023-04-27,17813.1,17931.6,17797.9,17915.05,17440.632531363626,1
2023-04-28,17950.4,18089.15,17885.3,18065.0,17544.364278227262,1
2023-05-02,18124.8,18180.25,18101.75,18147.65,17707.850350404537,1
2023-05-03,18113.8,18116.35,18042.4,18089.85,17707.850350404537,1
2023-05-04,18081.0,18267.45,18066.7,18255.8,17727.581283827676,1
2023-05-05,18117.3,18216.95,18055.45,18069.0,17727.581283827676,1
2023-05-08,18120.6,18286.95,18100.3,18264.4,17727.581283827676,1
2023-05-09,18303.4,18344.2,18229.65,18265.95,17824.63753091038,1
2023-05-10,18313.6,18326.75,18211.95,18315.1,17824.63753091038,1
2023-05-11,18357.8,18389.7,18270.4,18297.0,17888.811150037407,1
2023-05-12,18273.75,18342.75,18194.55,18314.8,17888.811150037407,1
2023-05-15,18339.3,18458.9,18287.9,18398.85,17924.6825315303,1
2023-05-16,18432.35,18432.35,18264.35,18286.5,17924.6825315303,1
2023-05-17,18300.45,18309.0,18115.35,18181.75,17924.6825315303,1
2023-05-18,18287.5,18297.2,18104.85,18129.95,17924.6825315303,1
2023-05-19,18186.15,18218.1,18060.4,18203.4,17924.6825315303,1
2023-05-22,18201.1,18335.25,18178.85,18314.4,17924.6825315303,1
2023-05-23,18362.9,18419.75,18324.2,18348.0,17924.6825315303,1
2023-05-24,18294.8,18392.6,18262.95,18285.4,17924.6825315303,1
2023-05-25,18268.9,18338.1,18202.4,18321.15,17924.6825315303,1
2023-05-26,18368.35,18508.55,18333.15,18499.35,17960.734361348128,1
2023-05-29,18619.15,18641.2,18581.25,18598.65,18154.565925213312,1
2023-05-30,18606.65,18662.45,18575.5,18633.85,18181.896832691982,1
2023-05-31,18594.2,18603.9,18483.85,18534.4,18181.896832691982,1
2023-06-01,18579.4,18580.3,18464.55,18487.75,18181.896832691982,1
2023-06-02,18550.85,18573.7,18478.4,18534.1,18181.896832691982,1
2023-06-05,18612.0,18640.15,18582.8,18593.85,18206.22976442921,1
2023-06-06,18600.8,18622.75,18531.6,18599.0,18206.22976442921,1
2023-06-07,18665.6,18738.95,18636.0,18726.4,18292.63085918766,1
2023-06-08,18725.35,18777.9,18615.6,18634.55,18292.700273268892,1
2023-06-09,18655.9,18676.65,18555.4,18563.4,18292.700273268892,1
2023-06-12,18595.05,18633.6,18559.75,18601.5,18292.700273268892,1
2023-06-13,18631.8,18728.9,18631.8,18716.15,18298.174499213023,1
2023-06-14,18744.6,18769.7,18690.0,18755.9,18361.982049291717,1
2023-06-15,18774.45,18794.1,18669.05,18688.1,18362.978844362544,1
2023-06-16,18723.3,18864.7,18710.5,18826.0,18402.883459926292,1
2023-06-19,18873.3,18881.45,18719.15,18755.45,18405.365113933665,1
2023-06-20,18752.35,18839.7,18660.65,18816.7,18405.365113933665,1
2023-06-21,18849.4,18875.9,18794.85,18856.85,18442.819242286267,1
2023-06-22,18853.6,18886.6,18759.5,18771.25,18442.819242286267,1
2023-06-23,18741.85,18756.4,18647.1,18665.5,18442.819242286267,1
2023-06-26,18682.35,18722.05,18646.7,18691.2,18442.819242286267,1
2023-06-27,18748.55,18829.25,18714.25,18817.4,18442.819242286267,1
2023-06-28,18908.15,19011.25,18861.35,18972.1,18538.592502627616,1
2023-06-30,19076.85,19201.7,19024.6,19189.05,18686.333252364857,1
2023-07-03,19246.5,19345.1,19234.4,19322.55,18858.79992712837,1
2023-07-04,19406.6,19434.15,19300.0,19389.0,18938.974934415535,1
2023-07-05,19405.95,19421.6,19339.6,19398.5,18970.70994097398,1
