Date,Open,High,Low,Close,ST_value,ST_trend
2025-01-03,24196.4,24196.45,23976.0,24004.75,24396.73695135858,-1
2025-01-06,24045.8,24089.95,23551.9,23616.05,24396.73695135858,-1
2025-01-07,23679.9,23795.2,23637.8,23707.9,24396.73695135858,-1
2025-01-08,23746.65,23751.85,23496.15,23688.95,24396.73695135858,-1
2025-01-09,23674.75,23689.5,23503.05,23526.5,24396.73695135858,-1
2025-01-10,23551.9,23596.6,23344.35,23431.5,24310.86989031373,-1
2025-01-13,23195.4,23340.95,23047.25,23085.95,24065.73040128236,-1
2025-01-14,23165.9,23264.95,23134.15,23176.05,24037.717361154126,-1
2025-01-15,23250.45,23293.65,23146.45,23213.2,24018.560625038714,-1
2025-01-16,23377.25,23391.65,23272.05,23311.8,24018.560625038714,-1
2025-01-17,23277.1,23292.1,23100.35,23203.2,23954.635106281356,-1
2025-01-20,23290.4,23391.1,23170.65,23344.75,23954.635106281356,-1
2025-01-21,23421.65,23426.3,22976.85,23024.65,23954.635106281356,-1
2025-01-22,23099.15,23169.55,22981.3,23155.35,23859.70181747911,-1
2025-01-23,23128.3,23270.8,23090.65,23205.35,23859.70181747911,-1
2025-01-24,23183.9,23347.3,23050.0,23092.2,23859.70181747911,-1
2025-01-27,22940.15,23007.45,22786.9,22829.15,23684.550249942273,-1
2025-01-28,22960.45,23137.95,22857.65,22957.25,23684.550249942273,-1
2025-01-29,23026.75,23183.35,22976.5,23163.1,23684.550249942273,-1
2025-01-30,23169.5,23322.05,23139.2,23249.5,23684.550249942273,-1
2025-01-31,23296.75,23546.8,23277.4,23508.4,23684.550249942273,-1
2025-02-01,23528.6,23632.45,23318.3,23482.15,23684.550249942273,-1
2025-02-03,23319.35,23381.6,23222.0,23361.05,23684.550249942273,-1
2025-02-04,23509.9,23762.75,23423.15,23739.25,22758.96640237589,1
2025-02-05,23801.75,23807.3,23680.45,23696.3,22955.234762138298,1
2025-02-06,23761.95,23773.55,23556.25,23603.35,22955.234762138298,1
2025-02-07,23649.5,23694.5,23443.2,23559.95,22955.234762138298,1
2025-02-10,23543.8,23568.6,23316.3,23381.6,22955.234762138298,1
2025-02-11,23383.55,23390.05,22986.65,23071.8,22955.234762138298,1
2025-02-12,23050.8,23144.7,22798.35,23045.25,22955.234762138298,1
2025-02-13,23055.75,23235.5,22992.2,23031.4,22955.234762138298,1
2025-02-14,23096.45,23133.7,22774.85,22929.25,23806.033699874515,-1
2025-02-17,22809.9,22974.2,22725.45,22959.5,23691.032829887063,-1
2025-02-18,22963.65,22992.5,22801.5,22945.3,23691.032829887063,-1
2025-02-19,22847.25,23049.95,22814.85,22932.9,23691.032829887063,-1
2025-02-20,22821.1,22923.85,22812.75,22913.15,23627.47550798767,-1
2025-02-21,22857.2,22921.0,22720.3,22795.9,23564.117957188904,-1
2025-02-24,22609.35,22668.05,22518.8,22553.35,23345.67616147001,-1
2025-02-25,22516.45,22625.3,22513.9,22547.55,23280.04604532301,-1
2025-02-27,22568.95,22613.3,22508.4,22545.05,23231.72144079071,-1
2025-02-28,22433.4,22450.35,22104.85,22124.7,23013.444296711637,-1
2025-03-03,22194.55,22261.55,22004.7,22119.3,22872.439867040473,-1
2025-03-04,21974.45,22105.05,21964.6,22082.65,22746.618380336426,-1
2025-03-05,22073.05,22394.9,22067.8,22337.3,22746.618380336426,-1
2025-03-06,22476.35,22556.45,22245.85,22544.7,22746.618380336426,-1
2025-03-07,22508.65,22633.8,22464.75,22552.5,22746.618380336426,-1
2025-03-10,22521.85,22676.75,22429.05,22460.3,22746.618380336426,-1
2025-03-11,22345.95,22522.1,22314.7,22497.9,22746.618380336426,-1
2025-03-12,22536.35,22577.4,22329.55,22470.5,22746.618380336426,-1
2025-03-13,22541.5,22558.05,22377.35,22397.2,22746.618380336426,-1
2025-03-17,22353.15,22577.0,22353.15,22508.75,22746.618380336426,-1
2025-03-18,22662.25,22857.8,22599.2,22834.3,21991.003928848797,1
2025-03-19,22874.95,22940.7,22807.95,22907.6,22170.75353596392,1
2025-03-20,23036.6,23216.7,22973.95,23190.65,22369.380682367526,1
2025-03-21,23168.25,23402.7,23132.8,23350.4,22533.430114130773,1
2025-03-24,23515.4,23708.75,23433.5,23658.35,22802.732102717695,1
2025-03-25,23751.5,23869.6,23601.4,23668.65,22963.486392445928,1
2025-03-26,23700.95,23736.5,23451.7,23486.85,22963.486392445928,1
2025-03-27,23433.95,23646.45,23412.2,23591.95,22963.486392445928,1
2025-03-28,23600.4,23649.2,23450.2,23519.35,22963.486392445928,1
